fencer_id,first_name,last_name,dob,gender,weapon,club_id
82601,Kelly,Garcia,2016-12-13,0,Sabre,Club_1
75166,Maria,Mercer,2017-01-22,0,Sabre,Club_1
46650,Laura,Le,2018-10-07,0,Sabre,Club_3
46709,Molly,Decker,2016-08-09,0,Sabre,Club_5
94761,Mary,Thomas,2017-04-30,0,Sabre,Club_5
56250,Stephanie,Matthews,2015-12-02,0,Sabre,Club_5
49643,Anne,Sims,2015-08-25,0,Sabre,Club_4
77869,Laura,Marshall,2018-09-15,0,Sabre,Club_4
15598,Jacqueline,Martin,2017-11-04,0,Sabre,Club_4
16622,Rebecca,Clark,2018-08-24,0,Sabre,Club_1
35734,Angela,Hutchinson,2016-10-12,0,Sabre,Club_3
80120,Jessica,Henry,2016-08-22,0,Sabre,Club_1
30377,Debra,Bell,2017-10-01,0,Sabre,Club_5
27982,Patricia,Scott,2018-06-12,0,Sabre,Club_2
87850,Laura,Brown,2016-03-16,0,Sabre,Club_3
6945,Karen,Freeman,2017-07-25,0,Sabre,Club_1
16493,Mrs.,Diane,2016-09-22,0,Sabre,Club_1
53806,Theresa,Ramos,2017-06-19,0,Sabre,Club_5
23973,Renee,Nixon,2015-04-14,0,Sabre,Club_4
14179,Kimberly,Walters,2018-04-08,0,Sabre,Club_3
88505,Olivia,Brown,2016-08-26,0,Sabre,Club_3
62198,Laura,Roman,2016-10-13,0,Sabre,Club_4
34397,Jessica,Caldwell,2016-12-14,0,Sabre,Club_5
58558,Angela,Adams,2016-03-24,0,Sabre,Club_2
58930,Joy,Hines,2018-11-17,0,Sabre,Club_4
89617,Deborah,Day,2016-05-17,0,Sabre,Club_1
34444,Nichole,Cooley,2017-09-25,0,Sabre,Club_2
79895,Dana,Johnson,2017-12-31,0,Sabre,Club_1
17516,Amy,Lee,2018-02-08,0,Sabre,Club_2
2474,Jessica,Jenkins,2018-11-17,0,Sabre,Club_4
71835,Lauren,Williams,2016-12-23,0,Sabre,Club_1
85128,Darlene,Perry,2015-03-22,0,Sabre,Club_4
62823,Megan,Hall,2017-11-14,0,Sabre,Club_3
49529,Nancy,Fields,2016-06-11,0,Sabre,Club_3
73738,Erica,Thompson,2017-05-23,0,Sabre,Club_5
27386,Jenny,Bradford,2015-11-09,0,Sabre,Club_1
52381,Miranda,Wilson,2017-06-07,0,Sabre,Club_2
99435,Monica,Young,2017-12-24,0,Sabre,Club_5
69946,Megan,Hamilton,2016-08-15,0,Sabre,Club_1
63976,Patricia,Prince,2017-09-23,0,Sabre,Club_5
67597,Jennifer,Huang,2018-09-01,0,Sabre,Club_4
40753,Lisa,Wiggins,2016-10-02,0,Sabre,Club_3
81291,Suzanne,Martinez,2015-12-17,0,Sabre,Club_5
50684,Jennifer,Garrett,2015-09-17,0,Sabre,Club_3
35226,Erica,Patrick,2015-11-25,0,Sabre,Club_5
38242,Stacy,Rodriguez,2017-02-23,0,Sabre,Club_4
71531,Paula,Richards,2017-07-07,0,Sabre,Club_2
23435,Alexa,Chapman,2018-06-21,0,Sabre,Club_5
22709,Katelyn,Coleman,2015-10-27,0,Sabre,Club_1
6635,Tammy,Curtis,2018-07-07,0,Sabre,Club_3
33352,Diana,White,2015-04-18,0,Sabre,Club_3
59385,Kristina,Thomas,2016-12-14,0,Sabre,Club_3
79593,Dawn,Wright,2017-12-14,0,Sabre,Club_2
52047,Thomas,Ford,2015-10-24,1,Sabre,Club_4
58895,Robert,Hill,2017-11-28,1,Sabre,Club_3
32407,Arthur,Thompson,2018-10-08,1,Sabre,Club_1
97671,Herbert,Jackson,2016-05-22,1,Sabre,Club_5
74911,Manuel,Brewer,2015-08-07,1,Sabre,Club_5
14087,Jonathan,Myers,2016-09-04,1,Sabre,Club_1
33683,Lee,Carney,2018-06-23,1,Sabre,Club_5
42926,Henry,Andrews,2015-07-04,1,Sabre,Club_2
3262,Jason,Cruz,2016-01-10,1,Sabre,Club_4
28338,Isaac,Cunningham,2017-10-15,1,Sabre,Club_2
37060,Mark,Brown,2018-08-17,1,Sabre,Club_2
80811,Donald,Munoz,2015-03-15,1,Sabre,Club_5
81725,Russell,Jenkins,2018-01-31,1,Sabre,Club_4
31854,Charles,Nelson,2015-06-18,1,Sabre,Club_2
5402,Zachary,Stewart,2017-02-20,1,Sabre,Club_1
75026,Terry,Rosario,2017-08-27,1,Sabre,Club_5
74941,Jeffery,Gray,2018-08-08,1,Sabre,Club_4
60650,Nathan,Kennedy,2015-03-06,1,Sabre,Club_1
42337,John,Bentley,2017-09-08,1,Sabre,Club_3
47573,Christopher,Patterson,2016-06-13,1,Sabre,Club_5
69935,David,Osborne,2015-01-21,1,Sabre,Club_1
26495,Jeffrey,Mcgee,2015-05-03,1,Sabre,Club_4
30124,Damon,Johnson,2018-01-26,1,Sabre,Club_5
62792,Jeffrey,Rose,2015-03-21,1,Sabre,Club_3
6803,Brian,Floyd,2015-05-25,1,Sabre,Club_1
61458,Samuel,Brown,2016-11-09,1,Sabre,Club_4
14021,Brad,Vazquez,2016-01-10,1,Sabre,Club_3
23459,Jose,Perry,2015-01-22,1,Sabre,Club_3
45395,Donald,White,2017-09-07,1,Sabre,Club_1
94910,Robert,Hoover,2015-08-05,1,Sabre,Club_5
7029,Daniel,Ellis,2018-08-31,1,Sabre,Club_4
13656,Matthew,Fuller,2017-04-07,1,Sabre,Club_3
71556,Joshua,Valdez,2018-06-12,1,Sabre,Club_3
98977,Michael,Taylor,2017-10-01,1,Sabre,Club_3
9914,Chad,Odonnell,2014-12-25,1,Sabre,Club_1
76199,William,Bruce,2017-04-12,1,Sabre,Club_1
20995,Peter,Jones,2017-09-03,1,Sabre,Club_5
13591,Michael,Alexander,2016-08-17,1,Sabre,Club_2
33830,Justin,Taylor,2015-06-15,1,Sabre,Club_5
90720,George,Perry,2017-06-14,1,Sabre,Club_1
32667,Benjamin,Stout,2017-03-25,1,Sabre,Club_5
60546,Kevin,Elliott,2016-05-30,1,Sabre,Club_1
70676,Ryan,Park,2018-05-02,1,Sabre,Club_1
19067,John,Shaw,2014-12-17,1,Sabre,Club_5
41511,Johnny,Adams,2015-06-01,1,Sabre,Club_3
92539,Douglas,Cuevas,2017-05-06,1,Sabre,Club_2
46252,Justin,Houston,2017-12-05,1,Sabre,Club_2
22289,Walter,Doyle,2017-01-25,1,Sabre,Club_4
31631,Javier,Livingston,2016-11-18,1,Sabre,Club_3
77507,Sean,Bailey,2018-09-07,1,Sabre,Club_2
43457,Marcus,Shaffer,2018-09-29,1,Sabre,Club_5
6574,Robert,Salinas,2017-04-27,1,Sabre,Club_1
83823,Caleb,Carter,2017-09-18,1,Sabre,Club_5
38280,David,Green,2017-03-21,1,Sabre,Club_2
78665,Jason,Ramirez,2016-06-13,1,Sabre,Club_4
60530,Carl,Rocha,2017-06-08,1,Sabre,Club_2
58491,Edward,Wright,2017-01-23,1,Sabre,Club_5
37506,William,Rodriguez,2016-04-16,1,Sabre,Club_5
41994,Jesus,Odom,2015-08-04,1,Sabre,Club_2
83695,Kyle,Davis,2016-03-14,1,Sabre,Club_1
7053,David,Wilson,2017-05-24,1,Sabre,Club_3
10479,James,Figueroa,2018-05-28,1,Sabre,Club_2
52793,Alexander,Contreras,2016-10-23,1,Sabre,Club_1
73024,Elijah,Johnson,2018-03-06,1,Sabre,Club_4
27185,Jesse,Barker,2016-12-21,1,Sabre,Club_3
70731,Anthony,Bridges,2017-08-01,1,Sabre,Club_2
20062,Michael,Wilson,2016-09-29,1,Sabre,Club_5
46398,Isaiah,Shannon,2018-05-10,1,Sabre,Club_3
27931,Wayne,Smith,2018-01-27,1,Sabre,Club_1
35989,Marc,Berger,2016-01-14,1,Sabre,Club_5
43817,Paul,Jones,2017-06-24,1,Sabre,Club_5
30415,Anthony,Brooks,2017-07-08,1,Sabre,Club_1
69829,Edward,Stewart,2015-07-06,1,Sabre,Club_5
64879,Todd,Howell,2016-12-23,1,Sabre,Club_4
95665,Shawn,Martin,2017-03-04,1,Sabre,Club_1
66807,Joshua,Cooper,2015-01-14,1,Sabre,Club_1
7891,Willie,Fowler,2018-03-16,1,Sabre,Club_2
50775,Jeremy,Jackson,2018-05-14,1,Sabre,Club_2
98115,Brian,Moore,2018-07-13,1,Sabre,Club_4
73406,James,Brooks,2015-09-30,1,Sabre,Club_3
51197,Joseph,Murillo,2018-08-25,1,Sabre,Club_4
57369,Corey,Cruz,2015-08-26,1,Sabre,Club_5
69905,Timothy,Powell,2015-12-10,1,Sabre,Club_1
28754,David,Rice,2017-08-11,1,Sabre,Club_3
82148,Christopher,Figueroa,2016-09-21,1,Sabre,Club_3
61674,Brian,Johnson,2016-08-10,1,Sabre,Club_1
42762,Christopher,Harmon,2018-08-02,1,Sabre,Club_3
54183,Patrick,Lopez,2017-05-10,1,Sabre,Club_2
51092,John,Sanchez,2017-01-27,1,Sabre,Club_3
46523,James,Turner,2017-01-02,1,Sabre,Club_2
53597,Trevor,Mills,2016-08-17,1,Sabre,Club_3
73697,James,Stark,2018-02-18,1,Sabre,Club_2
94041,Eric,Bolton,2016-12-04,1,Sabre,Club_4
55231,Robert,Poole,2016-02-21,1,Sabre,Club_5
63018,Jerry,Pace,2017-01-26,1,Sabre,Club_4
80544,Calvin,Hays,2015-12-06,1,Sabre,Club_5
56321,Michael,Hurst,2015-03-26,1,Sabre,Club_4
90836,Maxwell,Perez,2015-02-11,1,Sabre,Club_2
62171,Caleb,Sweeney,2017-11-12,1,Sabre,Club_2
68391,Paul,Johnston,2015-09-27,1,Sabre,Club_1
80133,Nichole,Perez,2016-09-21,0,Foil,Club_1
61910,Courtney,Williams,2018-05-29,0,Foil,Club_2
80982,Ebony,Miller,2016-11-27,0,Foil,Club_1
54245,Veronica,Douglas,2016-11-03,0,Foil,Club_3
36126,Ashley,Gallagher,2015-06-09,0,Foil,Club_2
61173,Courtney,Craig,2016-02-23,0,Foil,Club_4
68823,Katherine,Jordan,2016-07-28,0,Foil,Club_4
91816,Diana,Tran,2017-03-22,0,Foil,Club_3
82732,Nichole,Marshall,2015-12-13,0,Foil,Club_3
43079,Joan,Mckinney,2017-05-05,0,Foil,Club_4
61484,Pamela,Gray,2015-06-06,0,Foil,Club_3
86762,Danielle,Nguyen,2015-06-14,0,Foil,Club_2
30905,Stephanie,Ramirez,2016-07-15,0,Foil,Club_2
55108,Sarah,Marquez,2018-12-01,0,Foil,Club_5
45020,Tammy,Ortiz,2015-09-17,0,Foil,Club_4
74502,Heather,Velasquez,2016-03-11,0,Foil,Club_1
46263,Jessica,Boone,2016-03-02,0,Foil,Club_4
19734,Meghan,Thompson,2016-11-12,0,Foil,Club_2
69445,Sara,Juarez,2016-03-21,0,Foil,Club_4
65576,Melanie,Lopez,2015-04-15,0,Foil,Club_5
93952,Michelle,Brown,2015-08-10,0,Foil,Club_3
16231,Sharon,Valencia,2016-04-08,0,Foil,Club_3
51983,Shelly,Allen,2015-03-26,0,Foil,Club_2
70439,Stacie,Pugh,2018-06-17,0,Foil,Club_2
48885,Diamond,Flowers,2018-03-17,0,Foil,Club_1
68861,Jennifer,Moss,2016-01-22,0,Foil,Club_4
16054,Casey,Moore,2016-06-24,0,Foil,Club_1
49100,Susan,Clay,2015-01-26,0,Foil,Club_1
9062,Beth,Robertson,2018-11-24,0,Foil,Club_4
2223,Jessica,Shaffer,2015-04-03,0,Foil,Club_1
15619,Suzanne,Lewis,2018-04-18,0,Foil,Club_2
51075,Yolanda,Rodriguez,2016-12-11,0,Foil,Club_3
38382,Angela,Andrews,2015-12-11,0,Foil,Club_2
35002,Carla,Davidson,2017-06-08,0,Foil,Club_4
80119,Bianca,Thompson,2016-01-07,0,Foil,Club_1
24900,Dana,Little,2016-08-25,0,Foil,Club_1
40650,Melissa,Smith,2015-01-18,0,Foil,Club_4
6407,Erin,Garcia,2018-10-25,0,Foil,Club_2
67059,Shannon,Lara,2015-08-27,0,Foil,Club_1
99581,Julie,Greene,2017-05-03,0,Foil,Club_4
58499,Christina,Wilson,2017-02-04,0,Foil,Club_5
25946,Jennifer,Conrad,2015-04-03,0,Foil,Club_4
19674,Stacy,Davis,2016-12-30,0,Foil,Club_1
67527,Donna,Becker,2015-03-14,0,Foil,Club_2
70197,Alexandra,Ortiz,2015-11-29,0,Foil,Club_3
33114,Tiffany,Rogers,2015-02-18,0,Foil,Club_5
90027,Renee,Jensen,2017-08-07,0,Foil,Club_5
81300,Carolyn,Wallace,2016-01-04,0,Foil,Club_1
69516,Kayla,Brown,2016-06-20,0,Foil,Club_1
89027,Audrey,Porter,2017-06-20,0,Foil,Club_3
50512,Sheila,Avila,2018-10-25,0,Foil,Club_2
71608,Ashley,Kim,2017-10-19,0,Foil,Club_1
92073,Michelle,Gordon,2017-05-23,0,Foil,Club_1
55917,Destiny,Farmer,2015-08-18,0,Foil,Club_1
10575,Tiffany,Rodriguez,2016-11-28,0,Foil,Club_3
91599,Debra,Guzman,2018-07-04,0,Foil,Club_2
94326,Teresa,Alexander,2017-10-10,0,Foil,Club_3
77313,Eileen,Jackson,2016-11-05,0,Foil,Club_4
54352,Diana,Nelson,2018-11-11,0,Foil,Club_2
42453,Tiffany,Short,2018-07-28,0,Foil,Club_3
88538,Alisha,Barnes,2016-06-06,0,Foil,Club_3
83230,Sarah,Hall,2018-05-07,0,Foil,Club_3
84148,Nichole,Todd,2018-02-15,0,Foil,Club_5
21005,Jennifer,Mckinney,2018-09-23,0,Foil,Club_1
12768,Julie,Ward,2017-01-01,0,Foil,Club_3
92528,Janet,Carroll,2015-06-10,0,Foil,Club_4
62260,Erica,Martinez,2015-06-08,0,Foil,Club_2
47438,Adrienne,Goodman,2018-01-01,0,Foil,Club_2
21733,Katherine,Caldwell,2018-04-18,0,Foil,Club_3
5413,Makayla,Wright,2015-01-13,0,Foil,Club_3
2430,Kimberly,Jacobs,2016-06-08,0,Foil,Club_2
72867,Heather,Munoz,2018-08-16,0,Foil,Club_4
38513,Sylvia,Brady,2016-01-21,0,Foil,Club_5
64040,Patricia,Bass,2017-06-09,0,Foil,Club_5
4982,Isabella,King,2016-01-29,0,Foil,Club_4
48332,Mrs.,Kylie,2018-07-29,0,Foil,Club_4
26195,Kim,Evans,2017-11-20,0,Foil,Club_3
75670,Wanda,Torres,2018-11-23,0,Foil,Club_4
99733,Becky,Baldwin,2018-11-17,0,Foil,Club_1
63977,Alyssa,Davis,2018-09-13,0,Foil,Club_5
31566,Anna,Lopez,2015-03-27,0,Foil,Club_4
85847,Susan,Mueller,2015-05-17,0,Foil,Club_4
28384,Sydney,Taylor,2018-04-28,0,Foil,Club_1
34123,Wendy,Mccarty,2015-10-23,0,Foil,Club_5
42928,Rachel,Rodriguez,2015-08-12,0,Foil,Club_5
90982,Theresa,Hernandez,2016-09-15,0,Foil,Club_1
69418,Jennifer,Cole,2017-09-27,0,Foil,Club_2
24802,Sharon,Holmes,2017-03-01,0,Foil,Club_1
95096,Deborah,Salazar,2017-06-09,0,Foil,Club_5
74204,Jennifer,Smith,2017-08-21,0,Foil,Club_3
85125,Julia,Anderson,2016-03-18,0,Foil,Club_3
3186,Kaitlin,Shea,2015-04-25,0,Foil,Club_5
84879,Angelica,Lewis,2015-11-07,0,Foil,Club_4
80389,Krystal,Nelson,2018-09-06,0,Foil,Club_3
91525,Olivia,Johnson,2015-10-02,0,Foil,Club_2
62978,Leslie,Gutierrez,2017-03-12,0,Foil,Club_2
17955,Cynthia,Mckee,2017-01-30,0,Foil,Club_4
74931,Courtney,York,2017-09-15,0,Foil,Club_1
54961,Patricia,Davis,2018-02-13,0,Foil,Club_5
36324,Amber,Lee,2016-09-01,0,Foil,Club_4
27917,Philip,Mckinney,2016-12-12,1,Foil,Club_3
77061,William,Miller,2018-03-09,1,Foil,Club_4
86036,Kevin,Ford,2018-05-19,1,Foil,Club_4
37090,John,Salazar,2015-11-29,1,Foil,Club_1
57444,Fernando,Munoz,2017-02-20,1,Foil,Club_4
52732,Harold,Hale,2017-07-19,1,Foil,Club_1
85049,Craig,Campos,2016-11-13,1,Foil,Club_5
12362,Gary,Davis,2018-01-30,1,Foil,Club_3
59192,Jose,Pineda,2017-05-30,1,Foil,Club_3
79037,Christopher,Olson,2018-06-18,1,Foil,Club_3
17038,Mark,Torres,2016-06-20,1,Foil,Club_2
63598,Scott,Wallace,2015-04-17,1,Foil,Club_2
88420,Raymond,Blair,2015-02-13,1,Foil,Club_2
77994,Joseph,Hall,2016-09-04,1,Foil,Club_1
82876,Christian,Edwards,2015-04-25,1,Foil,Club_2
14434,Eric,Reynolds,2017-08-27,1,Foil,Club_4
75081,Zachary,Cruz,2016-04-13,1,Foil,Club_1
294,Aaron,Li,2015-04-07,1,Foil,Club_5
75235,Michael,Jones,2018-03-05,1,Foil,Club_2
17105,Bruce,Price,2017-08-10,1,Foil,Club_2
6589,Anthony,Wiggins,2018-07-24,1,Foil,Club_5
1761,Peter,Kennedy,2015-12-04,1,Foil,Club_3
68986,Roger,Fleming,2017-04-03,1,Foil,Club_2
60179,Aaron,Martinez,2016-03-12,1,Foil,Club_2
38253,Mr.,Steven,2017-03-17,1,Foil,Club_3
12905,Jordan,Davenport,2015-10-18,1,Foil,Club_4
28949,Joshua,Stout,2017-01-20,1,Foil,Club_3
22450,Robert,Rogers,2017-10-10,1,Foil,Club_4
83494,Richard,Howell,2018-02-06,1,Foil,Club_2
14405,Eric,Adams,2017-01-07,1,Foil,Club_2
23797,James,Jennings,2016-06-24,1,Foil,Club_2
1520,Richard,Garner,2018-06-06,1,Foil,Club_2
62218,Richard,Jackson,2018-03-31,1,Foil,Club_1
21399,Eric,Griffin,2018-01-11,1,Foil,Club_1
6659,Reginald,Blackburn,2017-02-04,1,Foil,Club_1
12887,John,Daniel,2016-04-17,1,Foil,Club_4
54108,Adam,Flowers,2016-05-21,1,Foil,Club_4
5960,Chris,Davis,2016-07-11,1,Foil,Club_2
79115,Michael,Wagner,2016-01-14,1,Foil,Club_3
95680,Gary,Bridges,2018-09-28,1,Foil,Club_3
33475,Nicholas,Walker,2018-11-22,1,Foil,Club_2
79960,Miguel,Singh,2018-03-01,1,Foil,Club_3
44371,Blake,Carter,2017-10-19,1,Foil,Club_2
43071,Richard,Hall,2018-04-13,1,Foil,Club_5
81717,Michael,Rivers,2016-06-29,1,Foil,Club_3
39195,Christopher,Gibson,2017-07-17,1,Foil,Club_4
94422,Dale,Mcclain,2015-05-08,1,Foil,Club_4
61590,Ryan,Jackson,2015-01-06,1,Foil,Club_5
79189,Randall,Green,2015-10-18,1,Foil,Club_1
79571,Paul,Lang,2015-03-28,1,Foil,Club_5
9676,Gabriel,Davis,2016-01-19,1,Foil,Club_2
86054,Brian,Hill,2017-12-20,1,Foil,Club_5
39037,Joshua,Fleming,2015-11-18,1,Foil,Club_2
16616,Scott,Cardenas,2016-05-22,1,Foil,Club_4
85122,Robert,Cochran,2015-12-14,1,Foil,Club_4
88322,Ethan,Hoover,2018-10-02,1,Foil,Club_5
63677,Daniel,Hill,2017-03-07,1,Foil,Club_4
20186,Kevin,Schmidt,2017-12-22,1,Foil,Club_2
55889,Kevin,Campbell,2016-07-22,1,Foil,Club_2
44713,Tony,Bell,2017-05-14,1,Foil,Club_2
54998,Daniel,Ward,2015-07-22,1,Foil,Club_1
11930,Mason,Bush,2018-05-02,1,Foil,Club_1
92017,David,York,2016-12-11,1,Foil,Club_4
93804,Michael,Sims,2016-04-11,1,Foil,Club_5
87416,David,Alvarez,2017-06-18,1,Foil,Club_1
63595,Michael,Montgomery,2018-11-20,1,Foil,Club_2
1915,James,Aguirre,2015-02-24,1,Foil,Club_5
29027,Joshua,Burns,2017-07-29,1,Foil,Club_4
84166,Todd,Smith,2015-11-28,1,Foil,Club_5
52393,Eric,Wright,2016-11-16,1,Foil,Club_1
11973,Samuel,Zimmerman,2017-04-22,1,Foil,Club_4
39909,Joshua,James,2016-01-27,1,Foil,Club_5
87846,Kevin,Escobar,2018-03-31,1,Foil,Club_5
70493,Mason,Schultz,2015-02-23,1,Foil,Club_3
53633,Robert,Malone,2015-10-02,1,Foil,Club_2
50485,Robert,Smith,2015-06-03,1,Foil,Club_5
13597,Timothy,Choi,2018-08-14,1,Foil,Club_1
98629,Christian,Castro,2017-12-28,1,Foil,Club_4
30597,Nicholas,Lewis,2016-03-06,1,Foil,Club_3
92761,Michael,Mckinney,2015-06-29,1,Foil,Club_5
96704,Kyle,Wheeler,2016-05-06,1,Foil,Club_2
16029,Michael,Pugh,2015-04-03,1,Foil,Club_2
41973,Robert,Burch,2015-01-21,1,Foil,Club_2
86613,David,Williams,2014-12-30,1,Foil,Club_1
74272,Nicholas,Johnson,2017-02-01,1,Foil,Club_2
43875,William,Harper,2018-08-06,1,Foil,Club_2
34291,John,Moss,2017-06-29,1,Foil,Club_1
9907,Clayton,Burns,2018-03-01,1,Foil,Club_3
12822,Zachary,Randall,2016-07-02,1,Foil,Club_4
28231,Dakota,Williams,2018-02-25,1,Foil,Club_4
96141,Charles,Rogers,2018-07-17,1,Foil,Club_3
37871,Edward,Sullivan,2018-02-28,1,Foil,Club_5
53033,John,Wells,2017-07-21,1,Foil,Club_3
76081,Brian,Rivas,2018-07-30,1,Foil,Club_1
50492,Gary,Davidson,2018-05-06,1,Foil,Club_4
87441,Joshua,Rodriguez,2016-05-30,1,Foil,Club_2
50165,Daniel,Holmes,2016-04-26,1,Foil,Club_4
78612,Jason,Krueger,2016-10-28,1,Foil,Club_2
19469,Brandon,Payne,2018-01-07,1,Foil,Club_2
47269,Daniel,Stephens,2015-11-28,1,Foil,Club_3
4375,Alyssa,Pham,2018-01-30,0,Epee,Club_4
73045,Jamie,Pierce,2016-01-08,0,Epee,Club_4
88402,Susan,Henderson,2015-07-11,0,Epee,Club_4
84372,Brittany,Trevino,2017-10-13,0,Epee,Club_1
93136,Lisa,Smith,2017-05-17,0,Epee,Club_4
19793,Lisa,Young,2017-09-05,0,Epee,Club_4
12861,Brenda,Merritt,2017-09-27,0,Epee,Club_2
62855,Mary,Nelson,2017-08-27,0,Epee,Club_1
63830,Kara,Burns,2017-03-21,0,Epee,Club_5
23150,Renee,Gibson,2016-03-27,0,Epee,Club_2
93034,Carolyn,Hale,2015-02-01,0,Epee,Club_3
13392,Anne,Hall,2017-05-30,0,Epee,Club_3
78757,Angela,Moore,2017-10-01,0,Epee,Club_4
98081,Victoria,Price,2018-02-22,0,Epee,Club_5
96507,Kaitlyn,Mcneil,2017-09-06,0,Epee,Club_2
2558,Melissa,Smith,2015-09-24,0,Epee,Club_5
44950,Christine,Ferguson,2017-08-27,0,Epee,Club_5
72588,Mrs.,Ashley,2018-05-28,0,Epee,Club_3
48397,Sarah,Li,2018-05-20,0,Epee,Club_2
13669,Taylor,Nelson,2015-04-04,0,Epee,Club_5
32791,Carrie,Underwood,2017-04-06,0,Epee,Club_3
39716,Maria,Rush,2016-03-16,0,Epee,Club_5
97233,April,Carson,2017-04-10,0,Epee,Club_5
14951,Cassandra,Smith,2017-03-28,0,Epee,Club_3
70199,Jennifer,Smith,2016-05-05,0,Epee,Club_4
24841,Rachael,Glass,2016-05-31,0,Epee,Club_5
7391,Ashley,Singleton,2016-02-10,0,Epee,Club_3
73386,Elizabeth,Robinson,2017-06-28,0,Epee,Club_2
61666,Heidi,Hunter,2018-09-25,0,Epee,Club_3
77172,Melissa,Yang,2016-04-15,0,Epee,Club_1
91220,April,Miller,2015-12-11,0,Epee,Club_4
71186,Sonia,Summers,2018-06-06,0,Epee,Club_2
84025,Kayla,Holloway,2017-08-15,0,Epee,Club_4
76211,Tracy,Orr,2018-07-15,0,Epee,Club_4
44418,Aimee,Aguilar,2017-01-26,0,Epee,Club_5
25783,Bonnie,Mathis,2016-04-01,0,Epee,Club_1
96537,Jennifer,Shaw,2017-12-29,0,Epee,Club_1
98653,Erika,Webb,2017-04-22,0,Epee,Club_4
80880,Alexandra,Fields,2016-09-18,0,Epee,Club_2
112,Jessica,Turner,2015-02-03,0,Epee,Club_4
70111,Melissa,Lowe,2017-02-21,0,Epee,Club_2
60013,Patricia,Cook,2015-04-19,0,Epee,Club_5
24707,Jessica,Matthews,2015-04-22,0,Epee,Club_2
91596,Sharon,Guerra,2018-06-01,0,Epee,Club_4
77636,Stephanie,Roberts,2018-10-16,0,Epee,Club_1
60976,Elizabeth,Combs,2017-01-20,0,Epee,Club_4
97928,Victoria,Simpson,2016-01-07,0,Epee,Club_3
87674,Anna,Snyder,2017-10-13,0,Epee,Club_1
64921,Gabriela,Johnson,2018-05-18,0,Epee,Club_1
62170,Julie,Perez,2017-11-13,0,Epee,Club_1
20060,Melissa,Johnston,2017-08-29,0,Epee,Club_2
39344,Sarah,Anderson,2018-05-10,0,Epee,Club_1
66429,Jennifer,Dominguez,2015-02-09,0,Epee,Club_5
67674,Maria,Freeman,2016-02-02,0,Epee,Club_1
